time (ns GMT),channel,video_ts,format,size,ssim_index,cwnd,in_flight,min_rtt,rtt,delivery_rate,buffer,cum_rebuf,time (ns GMT) acked,buffer acked,abr,cc,day,session,time_sent,time_acked,trans_time,throughput,rebuf,ssim,formats,sizes,qualities,duration
1672949691602000000,abc,156489753420,1280x720-20,911211,0.983323,966,0,7932,22879,33111210,14.782,0.05,1.672949691696e+18,16.694,fugu_variant_cl3,bbr,2023-01-05,2023-01-05_+191NigWAg9/vIFUn7isPQl5gz+gaqz9OuuxSGHv8CQ=_1,4457.036,4457.129999872,0.094000128,9693720.842592895,0.0,17.77882071241776,"('426x240-26', '640x360-26', '640x360-24', '854x480-26', '854x480-24', '854x480-22', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20')","(62025, 115531, 149955, 180775, 234667, 306340, 374311, 498566, 675461, 911211)","(0.918846, 0.943092, 0.952084, 0.955405, 0.962805, 0.968987, 0.968911, 0.974718, 0.979453, 0.983323)",2.002
1672949693440000000,abc,156489933600,1280x720-20,791416,0.982022,1038,0,7932,34317,85917,14.984,0.05,1.672949693495e+18,16.886,fugu_variant_cl3,bbr,2023-01-05,2023-01-05_+191NigWAg9/vIFUn7isPQl5gz+gaqz9OuuxSGHv8CQ=_1,4458.874,4458.928999936,0.055000064,14389365.074193368,0.0,17.45258623908462,"('426x240-26', '640x360-26', '640x360-24', '854x480-26', '854x480-24', '854x480-22', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20')","(53762, 99949, 129028, 149888, 195525, 257418, 304030, 409859, 563492, 791416)","(0.925229, 0.946176, 0.954222, 0.95735, 0.963865, 0.969515, 0.968976, 0.973972, 0.978274, 0.982022)",2.002
1672949695543000000,abc,156490113780,1280x720-20,520912,0.986588,942,0,7932,24314,24127506,14.846,0.05,1.672949695584e+18,16.808,fugu_variant_cl3,bbr,2023-01-05,2023-01-05_+191NigWAg9/vIFUn7isPQl5gz+gaqz9OuuxSGHv8CQ=_1,4460.977,4461.017999872,0.040999936,12705190.564199904,0.0,18.725064552432183,"('426x240-26', '640x360-26', '640x360-24', '854x480-26', '854x480-24', '854x480-22', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20')","(39599, 67310, 85995, 100064, 129197, 169421, 198219, 265684, 367824, 520912)","(0.952528, 0.965209, 0.969874, 0.971746, 0.975476, 0.978706, 0.978922, 0.981799, 0.984333, 0.986588)",2.002
1672949697430000000,abc,156490293960,1280x720-24,87435,0.987647,778,0,7932,20258,2561948,14.988,0.05,1.672949697469e+18,16.94,fugu_variant_cl3,bbr,2023-01-05,2023-01-05_+191NigWAg9/vIFUn7isPQl5gz+gaqz9OuuxSGHv8CQ=_1,4462.864,4462.902999808,0.038999808,2241934.1141371774,0.0,19.08227558580319,"('426x240-26', '640x360-26', '640x360-24', '854x480-26', '854x480-24', '854x480-22', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20')","(13962, 19463, 25822, 28338, 36843, 51489, 58604, 87435, 130138, 202793)","(0.959551, 0.973089, 0.976461, 0.979046, 0.982001, 0.984394, 0.985402, 0.987647, 0.989365, 0.990766)",2.002
1672949699494000000,abc,156490474140,1280x720-22,153849,0.98755,778,0,7932,18865,893573,14.9,0.05,1.672949699522e+18,16.852,fugu_variant_cl3,bbr,2023-01-05,2023-01-05_+191NigWAg9/vIFUn7isPQl5gz+gaqz9OuuxSGHv8CQ=_1,4464.928,4464.955999744,0.027999744,5494657.379724614,0.0,19.048306485682463,"('426x240-26', '640x360-26', '640x360-24', '854x480-26', '854x480-24', '854x480-22', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20')","(17086, 26534, 33035, 37128, 47724, 64428, 73445, 104655, 153849, 235650)","(0.939454, 0.961317, 0.966411, 0.972534, 0.976545, 0.979779, 0.982426, 0.985312, 0.98755, 0.9895)",2.002
1672949701606000000,abc,156490654320,1280x720-20,883726,0.983763,636,0,7932,17159,9592116,14.812,0.05,1.672949701662e+18,16.714,fugu_variant_cl3,bbr,2023-01-05,2023-01-05_+191NigWAg9/vIFUn7isPQl5gz+gaqz9OuuxSGHv8CQ=_1,4467.04,4467.096,0.056,15780821.42857143,0.0,17.89494209319029,"('426x240-26', '640x360-26', '640x360-24', '854x480-26', '854x480-24', '854x480-22', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20')","(34195, 63197, 86739, 106521, 149451, 218873, 258916, 391700, 592292, 883726)","(0.889982, 0.929367, 0.938379, 0.951696, 0.958748, 0.964749, 0.969733, 0.975434, 0.979941, 0.983763)",2.002
1672949703442000000,abc,156490834500,1280x720-20,636749,0.985308,748,0,7932,15486,118458,14.954,0.05,1.672949703485e+18,16.916,fugu_variant_cl3,bbr,2023-01-05,2023-01-05_+191NigWAg9/vIFUn7isPQl5gz+gaqz9OuuxSGHv8CQ=_1,4468.876,4468.918999808,0.043000064,14808094.239115551,0.0,18.329190803267426,"('426x240-26', '640x360-26', '640x360-24', '854x480-26', '854x480-24', '854x480-22', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20')","(38069, 69523, 90368, 106740, 140122, 185965, 226505, 314727, 444752, 636749)","(0.91222, 0.943548, 0.951133, 0.958341, 0.964291, 0.969405, 0.974424, 0.978773, 0.982289, 0.985308)",2.002
1672949705551000000,abc,156491014680,1280x720-20,565636,0.985065,731,0,7932,17603,25524737,14.866,0.05,1.672949705595e+18,16.818,fugu_variant_cl3,bbr,2023-01-05,2023-01-05_+191NigWAg9/vIFUn7isPQl5gz+gaqz9OuuxSGHv8CQ=_1,4470.985,4471.028999936,0.044,12855363.636363637,0.0,18.25794773059852,"('426x240-26', '640x360-26', '640x360-24', '854x480-26', '854x480-24', '854x480-22', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20')","(43639, 77030, 96551, 111427, 140439, 179051, 214324, 287017, 398317, 565636)","(0.914292, 0.945802, 0.952646, 0.959986, 0.965497, 0.970029, 0.975087, 0.978993, 0.982267, 0.985065)",2.002
1672949707638000000,abc,156491194860,1280x720-20,522336,0.983879,754,0,7932,21382,82537,14.778,0.05,1.672949707686e+18,16.74,fugu_variant_cl3,bbr,2023-01-05,2023-01-05_+191NigWAg9/vIFUn7isPQl5gz+gaqz9OuuxSGHv8CQ=_1,4473.072,4473.12,0.048,10882000.0,0.0,17.926080220215105,"('426x240-26', '640x360-26', '640x360-24', '854x480-26', '854x480-24', '854x480-22', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20')","(32272, 56935, 73350, 84562, 111017, 147130, 170236, 234893, 344465, 522336)","(0.896208, 0.93674, 0.944716, 0.955301, 0.961613, 0.966463, 0.973341, 0.977608, 0.980954, 0.983879)",2.002
1672949709478000000,abc,156491375040,1280x720-20,654487,0.987796,754,0,7932,19180,18277693,14.93,0.05,1.67294970953e+18,16.882,fugu_variant_cl3,bbr,2023-01-05,2023-01-05_+191NigWAg9/vIFUn7isPQl5gz+gaqz9OuuxSGHv8CQ=_1,4474.912,4474.963999744,0.051999744,12586350.425109785,0.0,19.134978010296308,"('426x240-26', '640x360-26', '640x360-24', '854x480-26', '854x480-24', '854x480-22', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20')","(58666, 102277, 124893, 145439, 178140, 221495, 280805, 362881, 480108, 654487)","(0.935651, 0.958715, 0.963666, 0.968081, 0.972182, 0.975538, 0.980122, 0.98308, 0.985596, 0.987796)",2.002
1672949711570000000,abc,156491555220,1280x720-22,419240,0.989708,790,0,7932,23584,21999437,14.832,0.05,1.672949711612e+18,16.794,fugu_variant_cl3,bbr,2023-01-05,2023-01-05_+191NigWAg9/vIFUn7isPQl5gz+gaqz9OuuxSGHv8CQ=_1,4477.004,4477.045999872,0.042000128,9981874.34095439,0.0,19.875002224616924,"('426x240-26', '640x360-26', '640x360-24', '854x480-26', '854x480-24', '854x480-22', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20')","(50239, 88740, 107902, 129587, 159043, 196326, 259770, 330119, 419240, 550737)","(0.963327, 0.974367, 0.977585, 0.978516, 0.981151, 0.983336, 0.985796, 0.987905, 0.989708, 0.991142)",2.002
1672949713671000000,abc,156491735400,1280x720-24,273776,0.989418,770,0,7932,19474,16900449,14.754,0.05,1.672949713719e+18,16.706,fugu_variant_cl3,bbr,2023-01-05,2023-01-05_+191NigWAg9/vIFUn7isPQl5gz+gaqz9OuuxSGHv8CQ=_1,4479.105,4479.152999936,0.048,5703666.666666667,0.0,19.75432242803963,"('426x240-26', '640x360-26', '640x360-24', '854x480-26', '854x480-24', '854x480-22', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20')","(42440, 75281, 91177, 108607, 133847, 165946, 214913, 273776, 355437, 470758)","(0.96862, 0.978055, 0.980617, 0.981744, 0.983688, 0.985276, 0.987683, 0.989418, 0.990725, 0.991836)",2.002
1672949715531000000,abc,156491915580,1280x720-20,666614,0.989065,630,0,7932,18948,15910684,14.896,0.05,1.672949715588e+18,16.808,fugu_variant_cl3,bbr,2023-01-05,2023-01-05_+191NigWAg9/vIFUn7isPQl5gz+gaqz9OuuxSGHv8CQ=_1,4480.965,4481.021999872,0.056999936,11694995.587363467,0.0,19.61181212626343,"('426x240-26', '640x360-26', '640x360-24', '854x480-26', '854x480-24', '854x480-22', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20')","(24639, 44531, 56875, 70660, 96836, 135439, 185833, 288719, 442507, 666614)","(0.931621, 0.958341, 0.961964, 0.969737, 0.972896, 0.975525, 0.981743, 0.98419, 0.986464, 0.989065)",2.002
1672949717623000000,abc,156492095760,1280x720-20,784591,0.985821,614,0,7932,22362,162102,14.808,0.05,1.672949717686e+18,16.72,fugu_variant_cl3,bbr,2023-01-05,2023-01-05_+191NigWAg9/vIFUn7isPQl5gz+gaqz9OuuxSGHv8CQ=_1,4483.057,4483.12,0.063000064,12453812.745333085,0.0,18.483543974883702,"('426x240-26', '640x360-26', '640x360-24', '854x480-26', '854x480-24', '854x480-22', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20')","(41633, 74508, 95358, 118837, 155894, 212183, 277268, 393214, 562007, 784591)","(0.906539, 0.942337, 0.948253, 0.958114, 0.963296, 0.967477, 0.975192, 0.979162, 0.982641, 0.985821)",2.002
1672949719463000000,abc,156492275940,1280x720-20,1011882,0.984887,622,0,7932,22154,14487372,14.95,0.05,1.67294971954e+18,16.862,fugu_variant_cl3,bbr,2023-01-05,2023-01-05_+191NigWAg9/vIFUn7isPQl5gz+gaqz9OuuxSGHv8CQ=_1,4484.897,4484.973999872,0.076999936,13141335.597993223,0.0,18.20649317651511,"('426x240-26', '640x360-26', '640x360-24', '854x480-26', '854x480-24', '854x480-22', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20')","(85560, 156232, 196013, 231861, 291680, 369399, 469394, 600646, 778040, 1011882)","(0.939773, 0.95584, 0.962066, 0.96361, 0.968797, 0.9731, 0.973996, 0.978228, 0.981835, 0.984887)",2.002
1672949721551000000,abc,156492456120,1280x720-20,1186183,0.983978,604,0,7932,19161,2076419,14.862,0.05,1.67294972163e+18,16.774,fugu_variant_cl3,bbr,2023-01-05,2023-01-05_+191NigWAg9/vIFUn7isPQl5gz+gaqz9OuuxSGHv8CQ=_1,4486.985,4487.064,0.079000064,15014962.519524036,0.0,17.95283272599517,"('426x240-26', '640x360-26', '640x360-24', '854x480-26', '854x480-24', '854x480-22', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20')","(123419, 213049, 263432, 306768, 379659, 472640, 592887, 745849, 942972, 1186183)","(0.929978, 0.949404, 0.95603, 0.958907, 0.964406, 0.969037, 0.97251, 0.976956, 0.980778, 0.983978)",2.002
1672949723659000000,abc,156492636300,1280x720-20,1311050,0.977593,614,0,7932,16569,22209994,14.774,0.05,1.672949723741e+18,16.686,fugu_variant_cl3,bbr,2023-01-05,2023-01-05_+191NigWAg9/vIFUn7isPQl5gz+gaqz9OuuxSGHv8CQ=_1,4489.093,4489.174999808,0.081999872,15988439.591710582,0.0,16.496162858416117,"('426x240-26', '640x360-26', '640x360-24', '854x480-26', '854x480-24', '854x480-22', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20')","(119403, 212554, 268720, 309730, 391281, 500677, 606342, 782690, 1014514, 1311050)","(0.874301, 0.916658, 0.928621, 0.936072, 0.94594, 0.954036, 0.959595, 0.966735, 0.972657, 0.977593)",2.002
1672949725488000000,abc,156492816480,1280x720-20,1087233,0.981836,734,0,7932,19762,17372178,14.966,0.05,1.672949725573e+18,16.868,fugu_variant_cl3,bbr,2023-01-05,2023-01-05_+191NigWAg9/vIFUn7isPQl5gz+gaqz9OuuxSGHv8CQ=_1,4490.922,4491.006999808,0.084999936,12790986.101448359,0.0,17.40788506771072,"('426x240-26', '640x360-26', '640x360-24', '854x480-26', '854x480-24', '854x480-22', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20')","(81841, 157477, 203105, 232467, 298005, 384652, 487488, 638492, 836293, 1087233)","(0.897951, 0.931858, 0.94123, 0.9473, 0.955182, 0.961795, 0.966898, 0.973005, 0.977933, 0.981836)",2.002
1672949727585000000,abc,156492996660,1280x720-20,703848,0.985485,716,0,7932,18939,74921,14.868,0.05,1.67294972764e+18,16.78,fugu_variant_cl3,bbr,2023-01-05,2023-01-05_+191NigWAg9/vIFUn7isPQl5gz+gaqz9OuuxSGHv8CQ=_1,4493.019,4493.073999872,0.055000064,12797221.472324105,0.0,18.38182959832309,"('426x240-26', '640x360-26', '640x360-24', '854x480-26', '854x480-24', '854x480-22', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20')","(50179, 94077, 122156, 136279, 174962, 224900, 283983, 372198, 504488, 703848)","(0.910146, 0.941399, 0.950067, 0.954118, 0.961719, 0.968082, 0.972648, 0.97804, 0.982239, 0.985485)",2.002
1672949729688000000,abc,156493176840,1280x720-20,755846,0.985325,722,0,7932,20173,25689362,14.74,0.05,1.672949729744e+18,16.692,fugu_variant_cl3,bbr,2023-01-05,2023-01-05_+191NigWAg9/vIFUn7isPQl5gz+gaqz9OuuxSGHv8CQ=_1,4495.122,4495.177999872,0.056,13497250.0,0.0,18.33421890080348,"('426x240-26', '640x360-26', '640x360-24', '854x480-26', '854x480-24', '854x480-22', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20')","(43896, 84204, 109874, 121503, 160595, 214675, 268606, 369520, 523040, 755846)","(0.90871, 0.940562, 0.948719, 0.955248, 0.962218, 0.967853, 0.973386, 0.978215, 0.982112, 0.985325)",2.002
1672949731532000000,abc,156493357020,1280x720-20,1029671,0.984719,622,0,7932,18225,81614,14.922,0.05,1.672949731606e+18,16.834,fugu_variant_cl3,bbr,2023-01-05,2023-01-05_+191NigWAg9/vIFUn7isPQl5gz+gaqz9OuuxSGHv8CQ=_1,4496.966,4497.04,0.074000128,13914448.90473703,0.0,18.15848224276604,"('426x240-26', '640x360-26', '640x360-24', '854x480-26', '854x480-24', '854x480-22', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20')","(70544, 133610, 172079, 189913, 244081, 320914, 400977, 543265, 740447, 1029671)","(0.898878, 0.934376, 0.943621, 0.95119, 0.958889, 0.964812, 0.972151, 0.977418, 0.981255, 0.984719)",2.002
1672949733621000000,abc,156493537200,1280x720-20,597617,0.985313,640,0,7932,17879,20910280,14.834,0.05,1.672949733673e+18,16.746,fugu_variant_cl3,bbr,2023-01-05,2023-01-05_+191NigWAg9/vIFUn7isPQl5gz+gaqz9OuuxSGHv8CQ=_1,4499.055,4499.106999808,0.052,11492634.615384616,0.0,18.33066905128846,"('426x240-26', '640x360-26', '640x360-24', '854x480-26', '854x480-24', '854x480-22', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20')","(46958, 83059, 104377, 118849, 149125, 193858, 236858, 315489, 428269, 597617)","(0.924283, 0.950441, 0.957758, 0.961955, 0.96749, 0.971895, 0.975206, 0.979147, 0.982467, 0.985313)",2.002
1672949735465000000,abc,156493717380,1280x720-20,364267,0.987534,712,0,7932,19651,20174002,14.986,0.05,1.672949735506e+18,16.938,fugu_variant_cl3,bbr,2023-01-05,2023-01-05_+191NigWAg9/vIFUn7isPQl5gz+gaqz9OuuxSGHv8CQ=_1,4500.899,4500.939999744,0.040999936,8884574.844214391,0.0,19.04272877444021,"('426x240-26', '640x360-26', '640x360-24', '854x480-26', '854x480-24', '854x480-22', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20')","(25134, 43833, 55840, 63300, 81670, 106531, 128031, 174795, 248900, 364267)","(0.951118, 0.964931, 0.969706, 0.970916, 0.974784, 0.978068, 0.980226, 0.983117, 0.985493, 0.987534)",2.002
1672949737566000000,abc,156493897560,1280x720-20,287686,0.986874,672,0,7932,17939,75569,14.898,0.05,1.672949737602e+18,16.85,fugu_variant_cl3,bbr,2023-01-05,2023-01-05_+191NigWAg9/vIFUn7isPQl5gz+gaqz9OuuxSGHv8CQ=_1,4503.0,4503.035999744,0.035999744,7991334.60504608,0.0,18.818676000790965,"('426x240-26', '640x360-26', '640x360-24', '854x480-26', '854x480-24', '854x480-22', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20')","(19433, 32257, 40345, 45894, 58654, 76699, 92326, 128778, 188678, 287686)","(0.94504, 0.961906, 0.966905, 0.969087, 0.973066, 0.976385, 0.979364, 0.982314, 0.984855, 0.986874)",2.002
1672949739663000000,abc,156494077740,1280x720-20,547081,0.985446,672,0,7932,17995,13349104,14.8,0.05,1.672949739714e+18,16.712,fugu_variant_cl3,bbr,2023-01-05,2023-01-05_+191NigWAg9/vIFUn7isPQl5gz+gaqz9OuuxSGHv8CQ=_1,4505.097,4505.147999744,0.050999808,10727118.815819856,0.0,18.370176294145683,"('426x240-26', '640x360-26', '640x360-24', '854x480-26', '854x480-24', '854x480-22', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20')","(44349, 79794, 100882, 115867, 146487, 188580, 229580, 300704, 401598, 547081)","(0.939364, 0.955502, 0.961622, 0.963294, 0.968518, 0.972951, 0.975387, 0.979405, 0.982734, 0.985446)",2.002
1672949741509000000,abc,156494257920,1280x720-20,498842,0.986992,562,0,7932,18872,1126543,14.942,0.05,1.672949741553e+18,16.894,fugu_variant_cl3,bbr,2023-01-05,2023-01-05_+191NigWAg9/vIFUn7isPQl5gz+gaqz9OuuxSGHv8CQ=_1,4506.943,4506.986999808,0.044,11337318.181818182,0.0,18.857894717500063,"('426x240-26', '640x360-26', '640x360-24', '854x480-26', '854x480-24', '854x480-22', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20')","(40348, 69508, 87173, 102177, 127798, 165038, 203389, 265729, 360987, 498842)","(0.945594, 0.960763, 0.966452, 0.968264, 0.972776, 0.976458, 0.978544, 0.981974, 0.984768, 0.986992)",2.002
1672949743613000000,abc,156494438100,1280x720-20,666757,0.986491,548,0,7932,17893,18301566,14.854,0.05,1.672949743665e+18,16.766,fugu_variant_cl3,bbr,2023-01-05,2023-01-05_+191NigWAg9/vIFUn7isPQl5gz+gaqz9OuuxSGHv8CQ=_1,4509.047,4509.098999808,0.052,12822250.0,0.0,18.693767983174048,"('426x240-26', '640x360-26', '640x360-24', '854x480-26', '854x480-24', '854x480-22', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20')","(60228, 105849, 131715, 154298, 190230, 240777, 300992, 384014, 501461, 666757)","(0.946637, 0.961197, 0.966414, 0.96815, 0.972372, 0.975873, 0.978155, 0.981441, 0.984195, 0.986491)",2.002
1672949745719000000,abc,156494618280,1280x720-22,332715,0.986859,558,0,7932,17580,2123526,14.726,0.05,1.672949745759e+18,16.678,fugu_variant_cl3,bbr,2023-01-05,2023-01-05_+191NigWAg9/vIFUn7isPQl5gz+gaqz9OuuxSGHv8CQ=_1,4511.153,4511.192999936,0.04,8317875.0,0.0,18.813715847034025,"('426x240-26', '640x360-26', '640x360-24', '854x480-26', '854x480-24', '854x480-22', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20')","(35739, 62502, 75714, 87938, 108956, 137238, 184808, 243496, 332715, 466372)","(0.955506, 0.967693, 0.971712, 0.973559, 0.976694, 0.979394, 0.982079, 0.984692, 0.986859, 0.988702)",2.002
1672949747559000000,abc,156494798460,1280x720-20,363453,0.987814,558,0,7932,17617,18257755,14.918,0.05,1.672949747602e+18,16.87,fugu_variant_cl3,bbr,2023-01-05,2023-01-05_+191NigWAg9/vIFUn7isPQl5gz+gaqz9OuuxSGHv8CQ=_1,4512.993,4513.035999744,0.042999808,8452433.089933798,0.0,19.141388262115488,"('426x240-26', '640x360-26', '640x360-24', '854x480-26', '854x480-24', '854x480-22', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20')","(19981, 33627, 40885, 48776, 60834, 79877, 109714, 158497, 236629, 363453)","(0.933539, 0.95688, 0.961785, 0.967203, 0.971221, 0.97426, 0.980398, 0.983427, 0.98574, 0.987814)",2.002
1672949749666000000,abc,156494978640,1280x720-20,238424,0.980466,568,0,7932,18158,21028615,14.78,0.05,1.672949749739e+18,16.692,fugu_variant_cl3,bbr,2023-01-05,2023-01-05_+191NigWAg9/vIFUn7isPQl5gz+gaqz9OuuxSGHv8CQ=_1,4515.1,4515.172999936,0.073000192,3266073.601559842,0.0,17.092088166172395,"('426x240-26', '640x360-26', '640x360-24', '854x480-26', '854x480-24', '854x480-22', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20')","(15209, 26156, 32982, 37753, 48371, 62601, 73946, 102921, 151294, 238424)","(0.898668, 0.931513, 0.94099, 0.947436, 0.95549, 0.962512, 0.965765, 0.971702, 0.976554, 0.980466)",2.002
1672949751506000000,abc,156495158820,1280x720-20,284099,0.980848,478,0,7932,18157,71607,14.972,0.05,1.67294975154e+18,16.924,fugu_variant_cl3,bbr,2023-01-05,2023-01-05_+191NigWAg9/vIFUn7isPQl5gz+gaqz9OuuxSGHv8CQ=_1,4516.94,4516.973999872,0.034000128,8355821.483966178,0.0,17.177858669376658,"('426x240-26', '640x360-26', '640x360-24', '854x480-26', '854x480-24', '854x480-22', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20')","(18557, 32415, 41243, 46891, 59747, 78344, 91261, 127006, 185383, 284099)","(0.898377, 0.931244, 0.940954, 0.947424, 0.955994, 0.962999, 0.966012, 0.971835, 0.976842, 0.980848)",2.002
1672949753595000000,abc,156495339000,1280x720-20,257383,0.980402,400,0,7932,18069,13953460,14.874,0.05,1.672949753636e+18,16.826,fugu_variant_cl3,bbr,2023-01-05,2023-01-05_+191NigWAg9/vIFUn7isPQl5gz+gaqz9OuuxSGHv8CQ=_1,4519.029,4519.069999872,0.040999936,6277643.945590549,0.0,17.077882466681455,"('426x240-26', '640x360-26', '640x360-24', '854x480-26', '854x480-24', '854x480-22', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20')","(16317, 28463, 35818, 40633, 51905, 67501, 79947, 110750, 163468, 257383)","(0.896883, 0.930133, 0.939765, 0.946755, 0.954751, 0.962018, 0.96515, 0.971273, 0.976451, 0.980402)",2.002
1672949755692000000,abc,156495519180,1280x720-20,320481,0.984422,486,0,7932,17562,1732790,14.786,0.05,1.672949755735e+18,16.748,fugu_variant_cl3,bbr,2023-01-05,2023-01-05_+191NigWAg9/vIFUn7isPQl5gz+gaqz9OuuxSGHv8CQ=_1,4521.126,4521.168999936,0.043000064,7453035.4187379815,0.0,18.074883004964992,"('426x240-26', '640x360-26', '640x360-24', '854x480-26', '854x480-24', '854x480-22', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20')","(19922, 35123, 43896, 52457, 66328, 86537, 112821, 153858, 216634, 320481)","(0.918171, 0.944884, 0.952389, 0.957456, 0.963898, 0.969137, 0.972918, 0.97743, 0.981278, 0.984422)",2.002
1672949757530000000,abc,156495699360,1280x720-20,363897,0.990593,420,0,7932,16599,10484873,14.918,0.05,1.672949757574e+18,16.88,fugu_variant_cl3,bbr,2023-01-05,2023-01-05_+191NigWAg9/vIFUn7isPQl5gz+gaqz9OuuxSGHv8CQ=_1,4522.964,4523.008,0.044000256,8270338.245304754,0.0,20.26548855975063,"('426x240-26', '640x360-26', '640x360-24', '854x480-26', '854x480-24', '854x480-22', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20')","(13274, 23956, 31572, 36114, 48854, 73447, 91446, 141943, 220577, 363897)","(0.940831, 0.96106, 0.965085, 0.97133, 0.974786, 0.977482, 0.984812, 0.986983, 0.988916, 0.990593)",2.002
1672949759632000000,abc,156495879540,1280x720-26,108578,0.991381,422,0,7932,17513,12867796,14.83,0.05,1.672949759662e+18,16.782,fugu_variant_cl3,bbr,2023-01-05,2023-01-05_+191NigWAg9/vIFUn7isPQl5gz+gaqz9OuuxSGHv8CQ=_1,4525.066,4525.096,0.030000128,3619251.2245281087,0.0,20.64543119288388,"('426x240-26', '640x360-26', '640x360-24', '854x480-26', '854x480-24', '854x480-22', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20')","(16655, 30273, 38501, 47200, 62005, 83075, 108578, 150863, 220842, 335106)","(0.973493, 0.981843, 0.983208, 0.984716, 0.986204, 0.987354, 0.991381, 0.992402, 0.993542, 0.994492)",2.002
1672949761706000000,abc,156496059720,1280x720-26,79165,0.99153,348,0,7932,17191,12867796,14.782,0.05,1.672949761728e+18,16.734,fugu_variant_cl3,bbr,2023-01-05,2023-01-05_+191NigWAg9/vIFUn7isPQl5gz+gaqz9OuuxSGHv8CQ=_1,4527.14,4527.161999872,0.022000128,3598388.1548325536,0.0,20.72116589669294,"('426x240-26', '640x360-26', '640x360-24', '854x480-26', '854x480-24', '854x480-22', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20')","(11054, 21079, 27451, 32936, 41957, 55878, 79165, 108677, 160684, 259370)","(0.975037, 0.982671, 0.983982, 0.985194, 0.986462, 0.987695, 0.99153, 0.992568, 0.993694, 0.994621)",2.002
1672949763551000000,abc,156496239900,1280x720-20,567079,0.987623,348,0,7932,16638,12867796,14.924,0.05,1.672949763614e+18,16.826,fugu_variant_cl3,bbr,2023-01-05,2023-01-05_+191NigWAg9/vIFUn7isPQl5gz+gaqz9OuuxSGHv8CQ=_1,4528.985,4529.048,0.063000064,9001244.824132243,0.0,19.073846090584464,"('426x240-26', '640x360-26', '640x360-24', '854x480-26', '854x480-24', '854x480-22', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20')","(41617, 77651, 98300, 115510, 144788, 186655, 234400, 307472, 411987, 567079)","(0.954792, 0.966282, 0.970714, 0.971892, 0.975568, 0.978704, 0.979857, 0.982868, 0.985477, 0.987623)",2.002
1672949765658000000,abc,156496420080,1280x720-20,659400,0.986768,364,0,7932,17487,1373194,14.836,0.05,1.672949765726e+18,16.748,fugu_variant_cl3,bbr,2023-01-05,2023-01-05_+191NigWAg9/vIFUn7isPQl5gz+gaqz9OuuxSGHv8CQ=_1,4531.092,4531.16,0.068000256,9697022.317092454,0.0,18.783745077915277,"('426x240-26', '640x360-26', '640x360-24', '854x480-26', '854x480-24', '854x480-22', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20')","(50946, 93575, 117887, 140179, 175440, 224422, 284333, 369780, 490125, 659400)","(0.952939, 0.964475, 0.969038, 0.970379, 0.974234, 0.977555, 0.978366, 0.981641, 0.984424, 0.986768)",2.002
